TOT_POP,0-9,19-Oct,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,Two or more races pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Internal Medicine Primary Care (2019),Total Specialist Physicians (2019),Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,Heart disease_number,COPD_number,CKD_number,diabetes_number
-0.22976344905224463,-0.22539306039523355,-0.23134977146569968,-0.22378044945373124,-0.22821583028383663,-0.22702989857760753,-0.23137520706637948,-0.23215098004628382,-0.2316650089118969,-0.22735018449929548,-0.13875479192128848,-0.10870414872668066,-0.2135543559508728,-0.22976344905224463,-0.16059261508691672,-0.24271074024828734,-0.23403704396930794,-0.2017943828563894,-0.22893171652981006,-0.23097365496563602,-0.1776288892509944,-0.20024066962996445,-0.20807692074248038,-0.2284129885018359,-0.2278237669451498,-0.23028841754056203,-0.23157364391045074,-0.23063620986573477,-0.22423177784626674,-0.22247742445097302,-0.2169496377369846,2823
-0.16128005389451588,-0.1798505024325038,-0.1811088244926151,-0.17622516089212337,-0.16330315374946455,-0.13912042294410285,-0.11266369017986004,-0.12491622410482431,-0.0995548634693252,-0.13216781920865556,-0.1357577125400326,-0.10398853636441727,-0.19663658727003427,-0.16128005389451588,-0.12713285608900013,-0.02037224586929355,-0.18329502431937283,-0.1312756891782238,-0.17420551154392339,-0.17589130485931984,-0.1321167252316908,-0.10609193079369154,-0.1172817521470667,-0.15349228484089283,-0.10636777826822205,-0.15586415740384815,-0.14624253861286737,-0.1582186955799917,-0.12166392456109033,-0.11707290210831606,-0.13521166075135968,5416
-0.198763741670673,-0.20998275555557755,-0.19500852704242388,-0.19473991893880033,-0.19372631372572488,-0.19936031522576936,-0.21821494142196596,-0.22056174755880442,-0.2045517058065319,-0.18851340273567038,-0.13231740310943607,-0.10570330449614941,-0.2050117202803504,-0.198763741670673,-0.15736168005566215,-0.1606843733964007,-0.21058946810218993,-0.203665660565761,-0.20462482407948046,-0.20492962517313706,-0.1939021339439431,-0.22140587358034636,-0.21651021190928318,-0.19675015601688514,-0.2151264389440771,-0.19503199024712572,-0.19327861705399862,-0.2017343210586286,-0.2153076606810832,-0.19421979030639083,-0.20498214476690774,3698
-0.048114724401703106,-0.04904055169703779,-0.029705271442169993,-0.062334788285979666,-0.04484656724987577,-0.03310428422377618,-0.04484391630680882,-0.03627920883497205,-0.05731034021734006,-0.05572952725033398,-0.11171775891150844,-0.07955309048723422,0.3973278458215837,-0.048114724401703106,-0.10532404462803183,0.00696987641466866,0.00315594680105663,-0.10446760199396585,-0.05134751538343459,-0.04998224722101766,-0.0819739631290278,-0.15261727182783127,-0.11453052156099858,-0.048519249082394966,-0.04248812572949191,-0.05117042242083744,-0.016632220443917,-0.00767341514713626,-0.021237859395557963,-0.021363467631164295,-0.05574750743004938,7913
0.07001155880064037,0.07386440116678915,0.08052617689912578,0.025430465603994104,0.048849952732994514,0.07982925033451002,0.11980742359609889,0.11662536841090229,0.13939552168872166,0.10224450643176136,-0.05565971076632831,-0.08726954708002886,0.14439882891003739,0.07001155880064037,-0.02408561001641139,0.2480877047817064,0.1445283427029968,0.17514603573137094,0.0479065440957355,0.04683123789464665,0.07189419604088529,0.1455650870297131,0.16675399861927262,0.07622824940120443,0.13509307588551087,0.06778506442034793,0.140471480642614,0.15695965770686063,0.16926229502389384,0.23200937743929428,0.10844649611940504,12987
2.1511608220294107,1.3020035227468079,1.0246080274938807,3.1943127096481745,2.2837706256986365,2.0187167552231515,2.186292081073178,2.156238671721208,2.6948051373133497,1.5009784675322422,6.554335546015007,1.6077787511371955,3.00593052454474,2.1511608220294107,1.720741690763752,1.1948454390282581,1.6860690678261612,1.4971223775019784,2.8635848931849552,2.919764252175883,1.5138624391989959,1.8726013834874684,1.944723593874315,2.1350062017203753,2.371727403274471,2.437311678389128,1.3900937206439423,1.2786359515192183,1.73937146906629,1.3483632753185617,1.8296113350758583,67258
-0.2473449578289904,-0.242846229853403,-0.2517930938572826,-0.23411690946752023,-0.238094309100481,-0.24615573910763985,-0.26356268704739905,-0.26119277212953257,-0.26300276434246045,-0.2711593252365825,-0.13776280085847842,-0.10741807262788156,-0.23038837330160816,-0.2473449578289904,-0.1578267388859185,-0.2512367783798454,-0.258507398210838,-0.20061466430048125,-0.24691200705904168,-0.2476798494994922,-0.2247286868988784,-0.2440849321072558,-0.25838193846741686,-0.24394825318445737,-0.2593705806811483,-0.24744697570879332,-0.25930225426572456,-0.26501042337331987,-0.2622485169699487,-0.2606074956293318,-0.23645665127820986,2438
-0.29597620041126943,-0.2888995039707611,-0.29856460480687624,-0.2707110069156046,-0.2823771451750936,-0.30292609115710095,-0.32511182309806097,-0.3342095175249561,-0.31031663038468377,-0.31600828318062585,-0.14021111922626492,-0.11341976108894405,-0.24671988267172457,-0.29597620041126943,-0.21708502457279197,-0.3490840909887828,-0.312424610426112,-0.2789642483928648,-0.2887873018926981,-0.28927930442855293,-0.27222539295390746,-0.28094885116002727,-0.29539754386971573,-0.29491452638978966,-0.32586527815343275,-0.29639511500483623,-0.3196710238753061,-0.3219251047547313,-0.3376870540729671,-0.3517058517314262,-0.30155981303542795,216
1.4421474322039907,1.138285687613114,1.3922584537047005,1.1099068610067437,1.3737370545403111,1.8553447795391793,1.9509413181684823,1.903107846718002,2.0168189432310357,1.8440165094935062,0.5394082897627412,0.04776844329387748,0.6762197750651099,1.4421474322039907,0.4468476475694811,1.9962746483125402,1.3503535154370596,0.4344400383299447,1.5757589406731183,1.5815740240862959,1.4130477037841431,1.914032113097509,1.9457309586340734,1.4643583022215212,1.9577945104395,1.488557419657053,1.5205038121010497,1.5358352124417285,1.529952186256649,1.5315058497535317,1.3221896331445997,53389
-0.2916961619167724,-0.2868344343020464,-0.2954684625327482,-0.26499377079076164,-0.27875787491899545,-0.2985457966139416,-0.32107493179609364,-0.3288958773330683,-0.30447920535350037,-0.3109499242876081,-0.13949350867018956,-0.11341976108894405,-0.2425323161665665,-0.2916961619167724,-0.20633971791581657,-0.33429214983381667,-0.3080129246021556,-0.26596700430277315,-0.28841934848235645,-0.28915334956914757,-0.2662717668467311,-0.27683500174054043,-0.29034380153012324,-0.2901563579948037,-0.31956196175290025,-0.2916268570934807,-0.31204965489404657,-0.3145744077314335,-0.3320351132016842,-0.34739035530348794,-0.293780942604878,492
0.48577005136284473,0.5064409841370172,0.5027872827961611,0.3731974444561982,0.436665405586429,0.5224558454581156,0.5990940715743407,0.6372246854868046,0.6311985805659232,0.5624887112132337,0.031382228447046266,-0.0461151119184574,0.4314146371735702,0.48577005136284473,0.3636265937341363,0.7823432191675943,0.6612451366652874,0.6308428379135522,0.4780880155206717,0.46409678622107164,0.7928121662187497,0.6444005232541259,0.5151431499730545,0.5082851703175754,0.6488964997955857,0.4761522955428681,0.5475372661194415,0.5665074364921324,0.6573520098450002,0.7515833240851787,0.5517224357310517,25818
-0.27942023332573757,-0.27078018300655465,-0.2800975434413325,-0.25925760342047216,-0.26462143109517683,-0.28403878151803275,-0.30761862745620255,-0.3119013901676341,-0.3006387941487745,-0.2932143954640986,-0.14004226968365893,-0.11299106905601101,-0.24269981882677283,-0.27942023332573757,-0.20149331536893472,-0.31466756206548896,-0.29384668084910515,-0.26346518736524377,-0.27488195808695143,-0.2754986977654303,-0.25568754265619537,-0.268870503288045,-0.2789519979889567,-0.2781015792632271,-0.3067588226851519,-0.28057023498925476,-0.296411734836203,-0.2983452708622786,-0.3094273497165525,-0.3134575477742198,-0.2832495487912104,914
